h_mean,s_mean,v_mean,label_asli,prediksi,confidence,status,lighting,angle,bg,lux,img_path
126.741728515625,12.130328776041669,173.54455729166668,10k,10k,100.0,Benar,yellow,eye-level,putih,1379,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_10k_yellow_eye-level_putih_20250809_104055.jpg
126.89255859375,11.875654296875,168.37177734375,10k,10k,100.0,Benar,yellow,eye-level,putih,1378,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_10k_yellow_eye-level_putih_20250809_104329.jpg
127.89850911458332,12.483655598958334,162.55242513020832,10k,470,100.0,Salah,yellow,eye-level,putih,1379,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_10k_yellow_eye-level_putih_20250809_104604.jpg
126.615390625,16.407825520833335,158.89652018229165,10k,680,66.67,Salah,yellow,eye-level,putih,1380,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_10k_yellow_eye-level_putih_20250809_104644.jpg
107.26153971354168,31.66666015625,120.209892578125,470,10k,100.0,Salah,yellow,birds-eye,putih,1379,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_birds-eye_putih_20250809_104919.jpg
123.02933268229168,28.501572265625,129.34904622395834,470,10k,100.0,Salah,yellow,birds-eye,putih,1379,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_birds-eye_putih_20250809_105022.jpg
107.02298177083334,24.8383203125,117.66529622395834,470,10k,100.0,Salah,yellow,birds-eye,putih,1377,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_birds-eye_putih_20250809_105141.jpg
103.20978515625,33.01965494791666,109.37303385416666,470,10k,100.0,Salah,yellow,birds-eye,putih,1379,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_birds-eye_putih_20250809_105242.jpg
107.27312174479168,21.94962239583333,124.485458984375,470,10k,100.0,Salah,yellow,birds-eye,putih,1379,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_birds-eye_putih_20250809_105350.jpg
111.854345703125,26.46903645833333,124.97424153645834,470,10k,100.0,Salah,yellow,birds-eye,putih,1379,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_birds-eye_putih_20250809_105445.jpg
130.590146484375,26.428567708333333,123.34666015625,470,10k,100.0,Salah,yellow,birds-eye,putih,1380,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_birds-eye_putih_20250809_105556.jpg
118.56910807291666,26.235751953125,124.515224609375,470,10k,100.0,Salah,yellow,birds-eye,putih,1378,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_birds-eye_putih_20250809_105717.jpg
128.648056640625,25.482568359375,133.05133463541668,470,10k,100.0,Salah,yellow,birds-eye,putih,1379,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_birds-eye_putih_20250809_105827.jpg
131.78567057291667,25.20509114583333,134.20340494791665,470,10k,100.0,Salah,yellow,birds-eye,putih,1379,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_birds-eye_putih_20250809_105939.jpg
126.77804036458332,13.394300130208334,171.52380533854168,470,10k,100.0,Salah,yellow,high-angle,putih,1379,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_high-angle_putih_20250809_110110.jpg
128.18375651041666,15.454729817708332,157.63283854166667,470,470,100.0,Benar,yellow,high-angle,putih,1378,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_high-angle_putih_20250809_110413.jpg
127.63175130208332,15.384352213541666,158.214072265625,470,470,100.0,Benar,yellow,high-angle,putih,1379,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_high-angle_putih_20250809_110458.jpg
127.96958658854167,15.259342447916667,159.70023111979165,470,470,100.0,Benar,yellow,high-angle,putih,1379,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_high-angle_putih_20250809_110544.jpg
130.41902669270834,16.324954427083334,151.19458333333333,470,470,100.0,Benar,yellow,high-angle,putih,1379,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_high-level_putih_20250809_110643.jpg
127.94628255208332,16.703570963541665,157.49694986979168,470,470,100.0,Benar,yellow,high-angle,putih,1379,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_high-angle_putih_20250809_110750.jpg
126.01310221354169,17.890944010416668,149.96341145833333,470,470,100.0,Benar,yellow,high-angle,putih,1378,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_high-angle_putih_20250809_110838.jpg
128.11211588541667,16.945579427083334,155.50169921875,470,470,100.0,Benar,yellow,high-angle,putih,1379,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_high-angle_putih_20250809_110929.jpg
127.491962890625,16.965416666666666,153.01921549479167,470,470,100.0,Benar,yellow,high-angle,putih,1378,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_high-angle_putih_20250809_111027.jpg
126.706865234375,17.154384765625,154.94886393229166,470,470,100.0,Benar,yellow,high-angle,putih,1379,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_high-angle_putih_20250809_111150.jpg
114.94218098958332,14.439072265625,166.94519205729168,470,10k,100.0,Salah,yellow,eye-level,putih,1380,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_eye-level_putih_20250809_111517.jpg
118.38181966145834,15.676888020833331,166.24256510416666,470,680,66.67,Salah,yellow,eye-level,putih,1379,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_eye-level_putih_20250809_111643.jpg
127.27471028645832,11.695139973958334,164.48840494791668,470,470,100.0,Benar,yellow,eye-level,putih,1379,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_eye-level_putih_20250809_111801.jpg
127.131064453125,11.981097005208332,164.68617513020834,470,470,100.0,Benar,yellow,eye-level,putih,1378,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_eye-level_putih_20250809_111854.jpg
125.21767903645834,14.373671875,164.257138671875,470,470,100.0,Benar,yellow,eye-level,putih,1379,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_eye-level_putih_20250809_112955.jpg
126.94418619791666,12.317154947916666,168.397939453125,470,10k,100.0,Salah,yellow,eye-level,putih,1380,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_eye-level_putih_20250809_113112.jpg
127.34337239583331,12.252350260416666,165.4897884114583,470,470,100.0,Benar,yellow,eye-level,putih,1378,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_eye-level_putih_20250809_113155.jpg
132.03370768229166,11.453362630208334,165.16360026041667,470,470,100.0,Benar,yellow,eye-level,putih,1379,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_eye-level_putih_20250809_113253.jpg
126.94160807291668,12.213362630208334,165.40659505208333,470,470,100.0,Benar,yellow,eye-level,putih,1379,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_eye-level_putih_20250809_113344.jpg
126.82895833333332,12.066891276041666,164.7920345052083,470,470,100.0,Benar,yellow,eye-level,putih,1379,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_eye-level_putih_20250809_113523.jpg
107.21493489583334,18.8141015625,122.88874348958332,680,10k,100.0,Salah,yellow,birds-eye,putih,1379,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_680_yellow_birds-eye_putih_20250809_113830.jpg
120.69740885416668,17.333509114583332,134.0047265625,680,10k,100.0,Salah,yellow,birds-eye,putih,1379,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_680_yellow_birds-eye_putih_20250809_113907.jpg
108.58458333333331,21.82035481770833,135.73337565104163,680,680,100.0,Benar,yellow,birds-eye,putih,1378,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_680_yellow_birds-eye_putih_20250809_114006.jpg
116.507490234375,16.685670572916667,148.88370768229166,680,470,100.0,Salah,yellow,birds-eye,putih,1379,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_680_yellow_birds-eye_putih_20250809_114050.jpg
118.85174153645832,17.99259765625,146.68796223958333,680,10k,100.0,Salah,yellow,birds-eye,putih,1379,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_680_yellow_birds-eye_putih_20250809_114132.jpg
122.23885416666668,17.228479817708333,149.54888671875,680,470,100.0,Salah,yellow,birds-eye,putih,1379,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_680_yellow_birds-eye_putih_20250809_114216.jpg
128.73643880208334,24.927786458333333,111.44669921875,680,10k,100.0,Salah,yellow,birds-eye,putih,1379,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_680_yellow_birds-eye_putih_20250809_114300.jpg
123.64377604166668,20.66357747395833,132.43982747395833,680,10k,100.0,Salah,yellow,birds-eye,putih,1379,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_680_yellow_birds-eye_putih_20250809_114344.jpg
115.94545572916668,18.346393229166665,125.59195963541669,680,10k,100.0,Salah,yellow,birds-eye,putih,1378,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_680_yellow_birds-eye_putih_20250809_114448.jpg
118.85548502604166,17.939055989583334,130.84427408854165,680,10k,100.0,Salah,yellow,birds-eye,putih,1378,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_680_yellow_birds-eye_putih_20250809_114522.jpg
127.88684244791666,14.439518229166667,164.95102213541668,680,470,100.0,Salah,yellow,high-angle,putih,1379,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_680_yellow_high-angle_putih_20250809_114632.jpg
132.2801953125,13.367613932291668,169.99812174479166,680,10k,100.0,Salah,yellow,high-angle,putih,1379,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_680_yellow_high-angle_putih_20250809_114721.jpg
137.70685872395833,15.564583333333331,161.43383138020835,680,470,100.0,Salah,yellow,high-angle,putih,1379,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_680_yellow_high-angle_putih_20250809_114902.jpg
133.21759440104168,13.535081380208334,171.80124674479163,680,10k,100.0,Salah,yellow,high-angle,putih,1378,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_680_yellow_high-angle_putih_20250809_115345.jpg
130.42810872395833,15.2440625,153.57527994791667,680,470,100.0,Salah,yellow,high-angle,putih,1378,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_680_yellow_high-angle_putih_20250809_115434.jpg
131.09787760416663,14.173326822916666,162.55327799479167,680,470,100.0,Salah,yellow,high-angle,putih,1379,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_680_yellow_high-angle_putih_20250809_115529.jpg
130.75174479166665,14.843551432291669,162.83236328125,680,470,100.0,Salah,yellow,high-angle,putih,1379,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_680_yellow_high-angle_putih_20250809_115704.jpg
128.68644205729166,16.432750651041665,153.30852864583332,680,470,100.0,Salah,yellow,high-angle,putih,1379,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_680_yellow_high-angle_putih_20250809_115805.jpg
127.63339518229166,18.93771484375,150.18686197916668,680,470,100.0,Salah,yellow,high-angle,putih,1378,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_680_yellow_high-angle_putih_20250809_115950.jpg
130.37574544270834,17.856292317708334,155.22556640625,680,470,100.0,Salah,yellow,high-angle,putih,1378,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_680_yellow_high-angle_putih_20250809_120047.jpg
124.66778645833334,18.746669921875,155.97170247395837,680,470,100.0,Salah,yellow,eye-level,putih,1379,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_680_yellow_eye-level_putih_20250809_120228.jpg
124.09192057291666,14.558470052083331,160.67330078125,680,470,100.0,Salah,yellow,eye-level,putih,1379,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_680_yellow_eye-level_putih_20250809_120327.jpg
126.04956705729168,13.259794921875,168.7714420572917,680,10k,100.0,Salah,yellow,eye-level,putih,1378,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_680_yellow_eye-level_putih_20250809_120412.jpg
127.25856119791666,20.558977864583333,163.690341796875,680,680,100.0,Benar,yellow,eye-level,putih,1379,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_680_yellow_eye-level_putih_20250809_120558.jpg
125.81486979166668,14.445501302083333,168.45616536458334,680,10k,100.0,Salah,yellow,eye-level,putih,1378,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_680_yellow_eye-level_putih_20250809_120723.jpg
125.37909830729168,16.920465494791667,161.93638997395834,680,680,100.0,Benar,yellow,eye-level,putih,1379,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_680_yellow_eye-level_putih_20250809_120807.jpg
125.04612630208334,17.73095703125,159.06554361979167,680,470,100.0,Salah,yellow,eye-level,putih,1378,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_680_yellow_eye-level_putih_20250809_120915.jpg
126.23209635416669,14.405660807291667,166.41849283854165,680,10k,100.0,Salah,yellow,eye-level,putih,1379,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_680_yellow_eye-level_putih_20250809_121024.jpg
126.07186197916668,12.664225260416666,166.712783203125,680,10k,100.0,Salah,yellow,eye-level,putih,1379,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_680_yellow_eye-level_putih_20250809_121136.jpg
125.94201822916666,13.301819661458332,167.01475260416666,680,10k,100.0,Salah,yellow,eye-level,putih,1380,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_680_yellow_eye-level_putih_20250809_121232.jpg
137.93741536458333,75.29143880208333,68.2270703125,10k,470,100.0,Salah,yellow,birds-eye,hitam,1337,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_10k_yellow_birds-eye_hitam_20250809_123949.jpg
134.716640625,84.03657552083334,75.16048502604167,10k,10k,100.0,Benar,yellow,birds-eye,hitam,1337,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_10k_yellow_birds-eye_hitam_20250809_124054.jpg
131.56682942708332,89.237060546875,74.46293294270833,10k,10k,100.0,Benar,yellow,birds-eye,hitam,1336,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_10k_yellow_birds-eye_hitam_20250809_124154.jpg
137.21250325520833,71.453125,66.4262109375,10k,470,100.0,Salah,yellow,birds-eye,hitam,1337,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_10k_yellow_birds-eye_hitam_20250809_124249.jpg
125.79227864583332,101.51244140625,90.4403125,10k,10k,100.0,Benar,yellow,birds-eye,hitam,1338,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_10k_yellow_birds-eye_hitam_20250809_124352.jpg
131.81934244791665,89.65475260416666,75.72982096354167,10k,10k,100.0,Benar,yellow,birds-eye,hitam,1337,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_10k_yellow_birds-eye_hitam_20250809_124454.jpg
135.722646484375,70.22772786458333,66.63196614583333,10k,10k,100.0,Benar,yellow,birds-eye,hitam,1337,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_10k_yellow_birds-eye_hitam_20250809_124602.jpg
133.36903645833334,77.79504557291666,70.62970377604167,10k,470,100.0,Salah,yellow,birds-eye,hitam,1336,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_10k_yellow_birds-eye_hitam_20250809_124654.jpg
129.705576171875,99.70979166666666,86.25545572916667,10k,10k,100.0,Benar,yellow,birds-eye,hitam,1337,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_10k_yellow_birds-eye_hitam_20250809_125020.jpg
129.62354817708334,87.308984375,78.24581705729166,10k,10k,100.0,Benar,yellow,birds-eye,hitam,1338,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_10k_yellow_birds-eye_hitam_20250809_125119.jpg
106.015771484375,24.349947916666668,125.89659505208331,10k,10k,100.0,Benar,yellow,high-angle,hitam,1337,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_10k_yellow_high-angle_hitam_20250809_125230.jpg
104.12432291666669,39.23724609375,121.63610026041668,10k,10k,100.0,Benar,yellow,high-angle,hitam,1336,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_10k_yellow_high-angle_hitam_20250809_125448.jpg
112.63623372395833,26.956998697916667,124.45532877604168,10k,10k,100.0,Benar,yellow,high-angle,hitam,1338,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_10k_yellow_high-angle_hitam_20250809_125604.jpg
100.217490234375,29.6437109375,130.63540690104168,10k,680,100.0,Salah,yellow,high-angle,hitam,1338,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_10k_yellow_high-angle_hitam_20250809_125750.jpg
103.83070963541668,30.476328125,132.7762890625,10k,680,100.0,Salah,yellow,high-angle,hitam,1337,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_10k_yellow_high-angle_hitam_20250809_125845.jpg
102.61427734375,67.09306966145833,117.00953450520834,10k,470,100.0,Salah,yellow,high-angle,hitam,1336,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_10k_yellow_high-angle_hitam_20250809_130038.jpg
111.07453125,42.529677734375,122.18827799479166,10k,10k,100.0,Benar,yellow,high-angle,hitam,1336,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_10k_yellow_high-angle_hitam_20250809_130205.jpg
109.54932291666668,30.847275390625,135.42863606770834,10k,680,100.0,Salah,yellow,high-angle,hitam,1337,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_10k_yellow_high-angle_hitam_20250809_130254.jpg
108.73761393229168,31.700380859375,126.37154622395832,10k,10k,100.0,Benar,yellow,high-angle,hitam,1337,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_10k_yellow_high-angle_hitam_20250809_130347.jpg
108.49822265625,40.88001627604167,137.438447265625,10k,680,100.0,Salah,yellow,high-angle,hitam,1338,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_10k_yellow_high-angle_hitam_20250809_130450.jpg
110.20377278645832,27.017985026041668,109.77965494791668,10k,10k,100.0,Benar,yellow,eye-level,hitam,1337,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_10k_yellow_eye-level_hitam_20250809_130640.jpg
117.004716796875,25.45766927083333,109.449833984375,10k,10k,100.0,Benar,yellow,eye-level,hitam,1337,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_10k_yellow_eye-level_hitam_20250809_132936.jpg
111.87358072916666,29.89439453125,101.13645182291668,10k,10k,100.0,Benar,yellow,eye-level,hitam,1338,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_10k_yellow_eye-level_hitam_20250809_133109.jpg
108.92541015625,26.688863932291667,98.26206705729167,10k,10k,100.0,Benar,yellow,eye-level,hitam,1337,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_10k_yellow_eye-level_hitam_20250809_133229.jpg
111.25518880208334,26.514742838541668,104.08818684895832,10k,10k,100.0,Benar,yellow,eye-level,hitam,1336,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_10k_yellow_eye-level_hitam_20250809_133321.jpg
97.68544921875,17.311090494791667,114.70397786458334,10k,470,100.0,Salah,yellow,eye-level,hitam,1337,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_10k_yellow_eye-level_hitam_20250809_133402.jpg
104.48310546875,23.087962239583334,105.87444010416668,10k,10k,100.0,Benar,yellow,eye-level,hitam,1337,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_10k_yellow_eye-level_hitam_20250809_133505.jpg
111.26927734375,31.623974609375,99.61041666666668,10k,10k,100.0,Benar,yellow,eye-level,hitam,1338,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_10k_yellow_eye-level_hitam_20250809_133604.jpg
109.03645833333331,32.35417317708333,91.84403645833332,10k,680,100.0,Salah,yellow,eye-level,hitam,1337,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_10k_yellow_eye-level_hitam_20250809_133722.jpg
111.09974283854169,33.630315755208336,92.915478515625,10k,680,100.0,Salah,yellow,eye-level,hitam,1338,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_10k_yellow_eye-level_hitam_20250809_133816.jpg
143.63535481770833,73.767451171875,67.73013671875,470,470,100.0,Benar,yellow,birds-eye,hitam,1337,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_birds-eye_hitam_20250809_134311.jpg
124.03373697916666,94.45306315104166,84.61145833333333,470,10k,100.0,Salah,yellow,birds-eye,hitam,1337,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_birds-eye_hitam_20250809_134422.jpg
119.43439127604168,108.153583984375,94.56697916666668,470,10k,100.0,Salah,yellow,birds-eye,hitam,1336,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_birds-eye_hitam_20250809_134529.jpg
131.87649088541667,66.243232421875,55.64029296875,470,10k,100.0,Salah,yellow,birds-eye,hitam,1336,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_birds-eye_hitam_20250809_134622.jpg
136.58314127604166,54.35483723958333,60.631455078125,470,680,100.0,Salah,yellow,birds-eye,hitam,1338,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_birds-eye_hitam_20250809_134742.jpg
